Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
9.127533805,0.6161518097,10.20718288,-2.465803623,10.51885987
9.13004068,0.4438686073,10.17846966,-2.748156786,10.55228078
9.132547138,0.2470589429,10.16889763,-3.102892876,10.63463499
9.135053597,0.07956135273,10.13061333,-3.476173162,10.71071595
9.137560159,-0.1262213886,10.09232807,-3.835096598,10.7971748
9.140066878,-0.2793620527,10.07318497,-4.089334011,10.87518971
9.142573597,-0.4803591371,10.0205431,-4.314259052,10.92038736
9.145080211,-0.6526423693,9.948758125,-4.352544308,10.87880381
9.147586722,-0.8638089895,9.876974106,-4.34775877,10.82606991
9.150093284,-1.088734269,9.814760208,-4.194618225,10.72891804
9.152600003,-1.337587833,9.690333366,-4.02712059,10.57872404
9.155106774,-1.624726534,9.628120422,-3.792025566,10.47472659
9.157613336,-1.941177368,9.518050194,-3.547957659,10.34163684
9.160120107,-2.33838582,9.441479683,-3.356531858,10.28960121
9.162626722,-2.821736097,9.350552559,-3.241676569,10.29094236
9.165133336,-3.272184849,9.283554077,-3.284747362,10.37695212
9.167639951,-3.803391695,9.240483284,-3.423531055,10.56280666
9.170146461,-4.383052826,9.12084198,-3.715455294,10.77986635
9.172652919,-4.842474937,9.072386742,-4.036691666,11.04774386
9.175159586,-5.24506712,9.014959335,-4.33340168,11.29418395
9.177666201,-5.632704735,8.861818314,-4.615755081,11.47015176
9.180172815,-5.891129494,8.766105652,-4.840680122,11.61818398
9.182679222,-6.077769279,8.646464348,-5.00339222,11.69335533
9.185185732,-6.269195557,8.565108299,-5.109274387,11.78000755
9.187692399,-6.379863262,8.43589592,-5.243272781,11.80503726
9.190199169,-6.509075642,8.325826645,-5.391627789,11.86410996
9.192705836,-6.628716946,8.191828728,-5.640480995,11.95244628
9.195212555,-6.786643028,8.086544037,-5.994618893,12.14027074
9.197719117,-6.901498795,8.000402451,-6.277570248,12.29003715
9.200225732,-7.045068264,7.870592117,-6.368497372,12.33438146
9.20273219,-7.222136974,7.770093441,-6.507281303,12.44501203
9.205238597,-7.360920429,7.727022648,-6.622136593,12.55956694
9.207745159,-7.581658363,7.674380302,-6.808776855,12.75684518
9.210251774,-7.801798344,7.640881062,-7.024130821,12.98420327
9.212758388,-8.112865448,7.636095047,-7.239484787,13.28678567
9.215264847,-8.419146538,7.631309509,-7.417151928,13.56956359
9.217771357,-8.764310837,7.664809227,-7.503293514,13.85142081
9.220277867,-9.017950058,7.660023689,-7.484150887,14.00042502
9.222784482,-9.242876053,7.650452137,-7.268198967,14.02807513
9.225291201,-9.396016121,7.626523972,-6.94756031,13.95412416
9.227797763,-9.539586067,7.564310551,-6.521637917,13.81138145
9.230304482,-9.597013474,7.511668682,-6.018547058,13.59230454
9.232811305,-9.592227936,7.435098171,-5.61655283,13.37300218
9.235317867,-9.544371605,7.368099213,-5.195415974,13.12921408
9.237824586,-9.463015556,7.310671329,-4.883750916,12.91687275
9.240331253,-9.281160355,7.210172653,-4.510470867,12.58852154
9.242837711,-9.084949493,7.128817081,-4.146761417,12.26996212
9.245344326,-8.759525299,7.090531826,-3.758526087,11.87987556
9.247850992,-8.428717613,6.97567606,-3.39960289,11.45690346
9.250357763,-8.060222626,6.884748936,-3.040679455,11.0278143
9.252864482,-7.643871784,6.793223381,-2.7577281,10.59158742
9.255371253,-7.217351437,6.668796539,-2.585444927,10.1610794
9.257877919,-6.786643028,6.506084919,-2.451446772,9.715825021
9.260384586,-6.293123722,6.324230194,-2.403590441,9.23994268
9.262891409,-5.852844238,6.132804394,-2.370090723,8.802522675
9.265397972,-5.426921844,5.917450428,-2.561516523,8.427874416
9.26790469,-4.976472855,5.696712494,-2.844467878,8.081386813
9.270411149,-4.569693089,5.457430363,-3.136392355,7.778341603
9.272917867,-4.16769886,5.242076397,-3.2895329,7.461240208
9.27542469,-3.836891174,5.031507969,-3.466601849,7.214924442
9.277931513,-3.54018116,4.840082169,-3.696312666,7.044288848
9.280438284,-3.305684566,4.672584534,-3.916452408,6.9353584
9.282944847,-3.114258766,4.49970293,-4.137190342,6.86019519
9.285451461,-2.951546669,4.413561344,-4.309473515,6.838326802
9.28795818,-2.807379246,4.332205296,-4.400400639,6.783281413
9.290464899,-2.706880569,4.284348965,-4.438685894,6.736822763
9.292971669,-2.682952404,4.265206337,-4.438685894,6.715068962
9.295478544,-2.702095032,4.265206337,-4.390829563,6.691239565
9.297985367,-2.850450039,4.341776848,-4.371686935,6.788795054
9.30049193,-3.037688255,4.4518466,-4.33340168,6.915551909
9.302998753,-3.305684566,4.581058979,-4.33340168,7.119833
9.30550568,-3.63589406,4.710869789,-4.366901398,7.381181992
9.308012399,-4.004388809,4.873581409,-4.433900356,7.710149017
9.310518909,-4.383052826,5.026721954,-4.491328239,8.040591709
9.313025315,-4.794618607,5.141577721,-4.491328239,8.3424348
9.315531722,-5.139184952,5.25643301,-4.572684288,8.657410211
9.318038232,-5.426921844,5.318646431,-4.515256405,8.838949087
9.320544638,-5.704489231,5.423930645,-4.443471432,9.039062971
9.323051044,-5.9485569,5.452644825,-4.314259052,9.150382284
9.325557451,-6.125626087,5.495715618,-4.175475597,9.228259943
9.328063961,-6.269195557,5.510072231,-3.964907169,9.240357016
9.330570472,-6.308078766,5.452644825,-3.763311863,9.147989368
9.333076565,-6.351149559,5.471786976,-3.552743435,9.104918415
9.335582815,-6.29790926,5.409573555,-3.351746321,8.953287133
9.338089274,-6.29790926,5.390431404,-3.284747362,8.916836715
9.340595836,-6.197410583,5.347360611,-3.165106058,8.776107326
9.343102503,-6.029912949,5.299503803,-3.078964472,8.597942367
9.345609013,-5.881557941,5.275575638,-3.026322365,8.460676639
9.348115576,-5.718846321,5.2707901,-2.988037348,8.3315544
9.350622034,-5.541777134,5.275575638,-2.925823927,8.191668802
9.353128492,-5.407779217,5.2707901,-2.815753937,8.059390459
9.355635055,-5.211567879,5.342574596,-2.7577281,7.956670619
9.358141565,-5.067399979,5.41435957,-2.719442844,7.898683528
9.36064818,-4.990829945,5.481358528,-2.681157827,7.883037622
9.363154899,-4.957330227,5.567500114,-2.714657307,7.933570747
9.365661305,-4.947759151,5.677569866,-2.786442041,8.029905321
9.368167815,-4.962115765,5.793023586,-2.844467878,8.140805405
9.370674222,-5.038686275,5.922235966,-2.921038151,8.306244765
9.373180836,-5.148756027,6.094519138,-2.978466034,8.516108975
9.375687607,-5.312066078,6.199803352,-3.069393158,8.722200524
9.378194326,-5.4652071,6.367300987,-3.117249727,8.951438788
9.38070068,-5.714060307,6.573083878,-3.179463148,9.271725986
9.38320719,-5.938985825,6.687939167,-3.203391314,9.500620971
9.385713805,-6.178267956,6.831508636,-3.208176851,9.753609788
9.388220263,-6.470790863,6.956533432,-3.208176851,10.02780587
9.39072693,-6.757929325,7.052246571,-3.189034462,10.27490785
9.393233701,-7.054639339,7.162316322,-3.165106058,10.53966829
9.395740263,-7.356134892,7.234101295,-3.141177893,10.78480137
9.398246722,-7.619943619,7.286743164,-3.107678413,10.99171651
9.400753284,-7.87358284,7.320242882,-3.107678413,11.1909306
9.40325969,-8.069794655,7.325028419,-3.069393158,11.32249096
9.405766201,-8.20857811,7.310671329,-2.997608662,11.3935213
9.408272711,-8.313861847,7.258029461,-2.978466034,11.43112201
9.410779222,-8.380861282,7.186244488,-2.935395241,11.42354984
9.413285628,-8.380861282,7.133602619,-2.854039192,11.36981363
9.415792086,-8.309076309,7.042675018,-2.830111027,11.25386818
9.418298544,-8.218149185,6.99003315,-2.752942562,11.13450637
9.420805263,-8.021938324,6.927819729,-2.752942562,10.95102157
9.423311982,-7.854440212,6.87517786,-2.695514679,10.78082098
9.425818701,-7.596015453,6.856035233,-2.695514679,10.58160996
9.428325524,-7.346563816,6.836294174,-2.638087034,10.37624311
9.430832242,-7.155138016,6.87517786,-2.647658348,10.2700616
9.433338961,-6.901498795,6.899106026,-2.6620152,10.11507165
9.435845472,-6.652645111,6.966104984,-2.681157827,9.998645554
9.438352034,-6.389434814,7.100102901,-2.738585472,9.936608518
9.440858805,-6.111268997,7.229315281,-2.791227579,9.869222846
9.443365628,-5.876772404,7.38724184,-2.87318182,9.867267589
9.445872347,-5.647061348,7.549953461,-2.973680258,9.886044376
9.448379065,-5.407779217,7.70788002,-2.978466034,9.875563294
9.45088568,-5.1296134,7.846663475,-2.954537868,9.829158425
9.453392347,-4.871188641,8.033902168,-2.863610506,9.822032781
9.455898961,-4.636692047,8.172685623,-2.882753134,9.828630071
9.458405628,-4.440480709,8.344968796,-2.887538671,9.884040303
9.46091219,-4.253840446,8.474181175,-2.892324448,9.913245979
9.463418805,-4.129413605,8.622536659,-2.978466034,10.01356356
9.465925367,-3.980460405,8.756534576,-3.112463951,10.10981675
9.46843193,-3.903890133,8.880961418,-3.294318676,10.24521202
9.470938232,-3.851248026,9.043673515,-3.457030535,10.41975058
9.473444794,-3.803391695,9.226125717,-3.61017108,10.61228153
9.475951305,-3.803391695,9.379266739,-3.734597921,10.78812563
9.478457919,-3.81296277,9.546764374,-3.806382656,10.96211403
9.480964378,-3.846462488,9.738189697,-3.859024763,11.15883885
9.483470784,-3.937389612,9.91047287,-3.984049797,11.38389926
9.485977294,-4.091128349,10.0779705,-4.098905087,11.6234179
9.488484013,-4.316053867,10.22692394,-4.285545349,11.89891563
9.490990732,-4.531407833,10.40399265,-4.500899315,12.2079816
9.493497451,-4.727619171,10.5475626,-4.606183529,12.44260369
9.496004326,-5.00040102,10.70070267,-4.677968502,12.70403232
9.498511097,-5.264209747,10.87298584,-4.716253281,12.96829867
9.501017607,-5.455635548,10.95912743,-4.711467743,13.11733058
9.503524222,-5.733202934,11.12183952,-4.658825874,13.35176351
9.506030888,-5.982056618,11.17926693,-4.587040901,13.48339552
9.508537607,-6.202196121,11.27019501,-4.53918457,13.64143426
9.511044222,-6.470790863,11.30848026,-4.438685894,13.7642578
9.513550732,-6.724429607,11.37129116,-4.381258488,13.91832038
9.516057399,-6.934998035,11.34736347,-4.395615101,14.00636597
9.518563909,-7.150352478,11.31805134,-4.386044025,14.08769707
9.521070315,-7.360920429,11.25583744,-4.453042984,14.16709631
9.52357693,-7.53858757,11.17926693,-4.476971149,14.20737774
9.526083388,-7.691728592,11.05962658,-4.453042984,14.18829167
9.528589847,-7.830512047,10.96391296,-4.405186653,14.1749771
9.531096409,-7.911868095,10.80120182,-4.338187218,14.07421351
9.533602972,-7.954938889,10.61934662,-4.189832687,13.91424713
9.53610943,-7.950153351,10.47577763,-4.036691666,13.75651608
9.538616097,-7.916653633,10.34177971,-3.882952929,13.59055318
9.541122659,-7.749155998,10.17846966,-3.696312666,13.31590743
9.54362943,-7.586444378,10.0205431,-3.514458179,13.05054936
9.546136097,-7.336992264,9.824331284,-3.332603693,12.7065018
9.548642711,-7.001997471,9.647262573,-3.203391314,12.34339336
9.551149169,-6.61914587,9.45583725,-3.069393158,11.94349716
9.553655576,-6.240481377,9.331410408,-2.935395241,11.60324839
9.556162138,-5.7571311,9.178269386,-2.796013355,11.18940919
9.558668805,-5.254638672,9.000602722,-2.647658348,10.75324005
9.561175472,-4.813760757,8.8474617,-2.480160713,10.37309348
9.563682138,-4.349553585,8.723034859,-2.398804665,10.03813814
9.566188701,-3.95653224,8.608179092,-2.441875458,9.783539769
9.568695003,-3.592823267,8.550751686,-2.575873613,9.625947138
9.571201669,-3.33439827,8.550751686,-2.839682341,9.607151608
9.573708284,-3.066402197,8.545966148,-3.222533941,9.634369977
9.576215003,-2.855235577,8.603393555,-3.672384501,9.78044778
9.578721565,-2.582453728,8.689535141,-3.998406649,9.907792083
9.581228232,-2.314457655,8.804390907,-4.352544308,10.09052305
9.583734951,-2.027318954,8.9479599,-4.529613495,10.23197962
9.586241565,-1.619940877,9.096913338,-4.543970108,10.29687841
9.58874818,-1.232303619,9.235696793,-4.371686935,10.29214818
9.591254899,-0.7920243144,9.417551994,-4.14197588,10.31860224
9.593761461,-0.3511467278,9.532406807,-3.787240028,10.26319982
9.596267919,0.08434699476,9.63290596,-3.452244759,10.23318062
9.598774534,0.4049852192,9.719047546,-3.088535786,10.20602526
9.601281044,0.6687939167,9.738189697,-2.781656265,10.14974066
9.603787347,0.7932206988,9.747760773,-2.551945448,10.107446
9.606293857,0.8171489239,9.747760773,-2.379662037,10.06724212
9.608800524,0.7310073376,9.695118904,-2.264806747,9.982938039
9.611307242,0.5587241054,9.628120422,-2.19780755,9.891573865
9.613813909,0.3092723191,9.518050194,-2.14995122,9.762746494
9.616320576,-0.06400800496,9.364909172,-2.14995122,9.608741389
9.61882719,-0.442073971,9.278767586,-2.202593327,9.546851558
9.621333857,-0.8590233326,9.135198593,-2.260020971,9.449733817
9.623840419,-1.237089276,8.97667408,-2.389233351,9.371206081
9.626347086,-1.686939955,8.81874752,-2.504088879,9.321294725
9.628853701,-2.046461582,8.718249321,-2.61415863,9.328971089
9.631360315,-2.343171597,8.61296463,-2.776870728,9.34797432
9.63386693,-2.625524759,8.61296463,-2.997608662,9.490110519
9.636373649,-2.812164783,8.660821915,-3.155534744,9.637193914
9.638880419,-2.951546669,8.87617588,-3.380460262,9.946136817
9.641387138,-2.922234535,9.321838379,-3.528815269,10.38694674
9.643893857,-2.711666346,10.10189915,-3.552743435,11.04642416
9.646400472,-2.247458696,11.14576817,-3.136392355,11.79475204
9.648907034,-1.524227977,12.48215961,-2.159522533,12.75896223
9.651413701,-0.5952146053,13.99023533,-0.4115654826,14.00893826
9.653920472,0.4869394004,15.52224064,1.805384636,15.63446443
9.65642719,1.501496196,16.99741554,3.811168194,17.48403926
9.658933909,2.373081923,18.19921112,5.382056236,19.12614265
9.661440732,2.967100143,18.96969986,6.291927338,20.20498814
9.663947503,3.153740168,19.30050659,6.56470871,20.62888829
9.666453961,2.871387243,19.19522285,6.387639999,20.43289969
9.668960576,2.39222455,18.75913048,5.736194134,19.76187334
9.67146719,1.851446509,18.03590012,4.711467743,18.73284483
9.673974013,1.367498159,17.23669815,3.275176048,17.59831221
9.676480888,1.056431174,16.25025749,1.484148264,16.35205221
9.678987763,0.912861824,15.28774357,-0.4881358147,15.32275095
9.68149469,0.9272187948,14.29651737,-2.19780755,14.49415405
9.684001357,1.056431174,13.29571915,-3.485744476,13.78559426
9.686508128,1.348355532,12.33799171,-4.022335052,13.04696445
9.689015003,1.760519266,11.42871952,-3.839882135,12.18440613
9.691521826,2.258226395,10.54277611,-3.189034462,11.24364955
9.694028805,2.689532757,9.776474953,-2.394019127,10.41846325
9.696535732,3.058027267,9.183054924,-1.776670814,9.840558302
9.699042711,3.206382275,8.718249321,-1.560718536,9.419373698
9.70154969,3.254238844,8.30668354,-1.829312921,9.106999926
9.704056669,3.153740168,8.019545555,-2.451446772,8.959284527
9.706563805,2.947957516,7.70788002,-3.256033421,8.87150616
9.709070836,2.626721144,7.444669247,-4.051048756,8.873204617
9.711577815,2.138585329,7.205387115,-4.749752998,8.891080038
9.714084586,1.559522152,7.037889481,-5.29591465,8.944870578
9.716591409,0.6687939167,6.903891563,-5.803193092,9.043674811
9.719098076,-0.5330012441,6.86082077,-6.25842762,9.301766942
9.721604742,-1.969891191,6.87517786,-6.698707104,9.799041727
9.724111461,-3.63589406,6.961319447,-7.258627415,10.6942679
9.726618232,-5.431707382,7.143173695,-7.560721397,11.7342611
9.729124899,-7.212565422,7.334599495,-7.618149281,12.80053312
9.731631513,-8.955737114,7.578667641,-7.10548687,13.71602618
9.73413818,-10.49252701,7.85144949,-6.152545452,14.47729939
9.736644847,-11.79960632,8.148757935,-4.773681164,15.11360305
9.739151826,-12.80040455,8.469395638,-3.279961586,15.69519567
9.741658649,-13.43749332,8.871390343,-1.762313843,16.19794874
9.744165784,-13.73898983,9.221340179,-0.5653043389,16.55634396
9.746672763,-13.70549011,9.522835732,0.2823530734,16.69145239
9.74917969,-13.27956772,9.766903877,0.6083751321,16.49574037
9.751686669,-12.56590843,9.953543663,0.4881358147,16.03787276
9.754193388,-11.53161049,10.03968525,-0.08135596663,15.28986394
9.756700003,-10.35852909,10.04447079,-0.9242277741,14.45837872
9.759206826,-9.065806389,10.0205431,-1.9585253,13.65415508
9.761713805,-7.782655716,10.00618649,-2.935395241,13.01191927
9.764220628,-6.571289062,9.96790123,-3.734597921,12.50952103
9.766727347,-5.30728054,10.01575756,-4.256831646,12.10798257
9.769234013,-4.134199142,9.991828918,-4.567898273,11.73856645
9.771740992,-2.975475073,10.03011417,-4.596612453,11.42740077
9.774247867,-1.92203474,10.04925728,-4.419543266,11.14514029
9.776754794,-0.8877372146,10.10668468,-4.007977962,10.90857644
9.779261617,0.03170489892,10.17368412,-3.552743435,10.77621639
9.781768232,0.8171489239,10.24128056,-3.117249727,10.73633111
9.784274899,1.559522152,10.30349445,-2.738585472,10.77469061
9.786781461,2.119442701,10.36092186,-2.513660192,10.87010702
9.789288284,2.48793745,10.37049294,-2.374876499,10.92597798
9.791795003,2.727817774,10.40877819,-2.384447813,11.02130866
9.794301774,2.914458036,10.43270683,-2.43708992,11.10292055
9.796808649,3.029313564,10.42313576,-2.561516523,11.1525722
9.799315472,3.115455151,10.37527943,-2.62851572,11.14726778
9.801822242,3.201596737,10.33220863,-2.647658348,11.13619556
9.804328961,3.239881754,10.24606609,-2.666800737,11.0720608
9.806835576,3.354737282,10.19761181,-2.62851572,11.05235919
9.809342451,3.479164124,10.1210413,-2.523231506,10.99576087
9.811849222,3.641875982,10.03968525,-2.355733871,10.93654528
9.814355836,3.775874138,9.977472305,-2.279163599,10.90879305
9.816862347,3.853042603,9.915258408,-2.24566412,10.87204185
9.819368909,3.9200418,9.819545746,-2.23130703,10.80596768
9.821875576,3.915256023,9.771689415,-2.307877541,10.77689392
9.824382347,3.848257065,9.656833649,-2.374876499,10.663187
9.826888909,3.665804386,9.589835167,-2.484946251,10.56304966
9.829395732,3.359523058,9.503693581,-2.618944407,10.41467506
9.831902503,2.995813847,9.446265221,-2.767299414,10.28906085
9.834409274,2.61714983,9.350552559,-2.96889472,10.15365167
9.836915888,2.181656122,9.288339615,-3.222533941,10.07063063
9.839422763,1.688734531,9.250054359,-3.394817114,9.997005212
9.841929378,1.195214868,9.183054924,-3.552743435,9.918619976
9.844436044,0.6927221417,9.178269386,-3.658027649,9.904628169
9.846942555,0.1800599098,9.168698311,-3.677170277,9.880234386
9.849449169,-0.2745763958,9.12084198,-3.672384501,9.836237011
9.851955836,-0.7920243144,9.144769669,-3.629313707,9.870462643
9.854462451,-1.194018483,9.116056442,-3.605385542,9.875574419
9.856969065,-1.567298889,9.144769669,-3.562314749,9.938476969
9.859475784,-1.902892232,9.144769669,-3.49531579,9.973216312
9.861982242,-2.204387903,9.149555206,-3.509672642,10.04447552
9.864488805,-2.472383976,9.197412491,-3.528815269,10.15665379
9.866995576,-2.692523718,9.183054924,-3.59102869,10.22123617
9.869502294,-2.941975355,9.192625999,-3.638885021,10.31508972
9.872008961,-3.104687452,9.202198029,-3.739383698,10.40684982
9.87451568,-3.229114056,9.250054359,-3.72024107,10.48002275
9.877022347,-3.353540897,9.26919651,-3.70588398,10.53080323
9.879529065,-3.401397467,9.29791069,-3.677170277,10.56135546
9.882035628,-3.406183004,9.32662487,-3.648456335,10.57824408
9.884542242,-3.339184046,9.39840889,-3.557528973,10.5894406
9.887048909,-3.21954298,9.42712307,-3.500101328,10.55873173
9.88955568,-3.032902718,9.460622787,-3.380460262,10.49425529
9.892062347,-2.80259347,9.551549911,-3.313461065,10.49121824
9.894569274,-2.501097918,9.608977318,-3.366103172,10.48420652
9.897076097,-2.14696002,9.666405678,-3.404388428,10.47084985
9.899582711,-1.811366796,9.73340416,-3.433102369,10.47885481
9.902089274,-1.462014675,9.766903877,-3.543172121,10.49209068
9.904595784,-1.083948612,9.80997467,-3.634099483,10.51747245
9.907102451,-0.7489534616,9.867402077,-3.681955814,10.55856778
9.909609065,-0.432502687,9.929615974,-3.734597921,10.61751165
9.912115732,-0.1357926875,9.924830437,-3.701098442,10.59333888
9.914622555,0.08434699476,10.00618649,-3.681955814,10.66244254
9.917129326,0.2949153781,10.00139999,-3.681955814,10.66169665
9.919636149,0.4486542344,10.02532864,-3.729812384,10.70607329
9.922142972,0.5300102234,10.01097202,-3.787240028,10.71651337
9.924649534,0.5682953596,10.0205431,-3.940979004,10.78265084
9.927156305,0.6161518097,10.01097202,-4.084548473,10.82971561
9.929663076,0.5730810165,9.972686768,-4.194618225,10.83410011
9.932169586,0.5204389095,9.943972588,-4.242474556,10.8236795
9.934676044,0.4295116663,9.915258408,-4.342973232,10.8332011
9.937182711,0.352343142,9.900901794,-4.33340168,10.8134348
9.939689482,0.1896311939,9.876974106,-4.266402721,10.76070489
9.942196513,0.0652044192,9.829116821,-4.15633297,10.67196762
9.944703336,-0.0783649385,9.747760773,-4.051048756,10.55632404
9.947209847,-0.2219343036,9.728618622,-3.993621111,10.51875871
9.949716357,-0.4037888348,9.675976753,-3.892524242,10.43739989
9.952222972,-0.5808576941,9.608977318,-3.787240028,10.34471014
9.95472969,-0.7058826685,9.565906525,-3.696312666,10.27947301
9.957236357,-0.8925228715,9.551549911,-3.562314749,10.23321988
9.959742867,-0.9882357717,9.522835732,-3.437887907,10.17251609
9.962249482,-1.122233868,9.518050194,-3.308675528,10.13903457
9.964756149,-1.217946768,9.508479118,-3.256033421,10.12404678
9.967262659,-1.280160069,9.527621269,-3.208176851,10.13443514
9.969769586,-1.351944804,9.474979401,-3.165106058,10.08071851
9.972276097,-1.404586911,9.484550476,-3.141177893,10.08942816
9.974782607,-1.380658627,9.484550476,-3.078964472,10.06692298
9.977289169,-1.43808639,9.508479118,-2.997608662,10.07297996
9.979795628,-1.428515077,9.484550476,-2.921038151,10.02645585
9.982302086,-1.399801254,9.470193863,-2.844467878,9.986741854
9.984808597,-1.380658627,9.470193863,-2.805584431,9.973068437
9.987314951,-1.313659668,9.494122505,-2.748156786,9.970778785
9.989821565,-1.237089276,9.498908043,-2.772084951,9.972166207
9.992328128,-1.165304661,9.532406807,-2.738585472,9.986218748
9.994834951,-1.079162955,9.508479118,-2.714657307,9.947116774
9.997341669,-0.9355936646,9.541978836,-2.685943365,9.9568563
9.999848284,-0.7872386575,9.508479118,-2.690729141,9.913170187
10.00235495,-0.5952146053,9.532406807,-2.830111027,9.961455134
10.00486146,-0.4229314029,9.5754776,-2.964108944,10.03267582
10.00736808,-0.2315055877,9.585049629,-3.040679455,10.05845429
10.00987464,-0.09272187948,9.580264091,-3.117249727,10.07508329
10.0123812,0.08913264424,9.5754776,-3.155534744,10.08241615
10.01488782,0.1848455518,9.589835167,-3.208176851,10.1139263
10.01739433,0.3332005441,9.537193298,-3.299104214,10.0971861
10.01990078,0.4049852192,9.508479118,-3.323032379,10.08056211
10.0224074,0.4677968323,9.460622787,-3.394817114,10.06215686
10.02491401,0.4965106845,9.465408325,-3.394817114,10.06803163
10.02742052,0.5300102234,9.412766457,-3.476173162,10.04812734
10.02992724,0.5443671346,9.384052277,-3.543172121,10.04543883
10.0324336,0.5443671346,9.340981483,-3.490530014,9.98669467
10.03494011,0.5300102234,9.307481766,-3.538386583,9.971474679
10.03744651,0.4917250574,9.29791069,-3.519243956,9.953793988
10.03995318,0.4295116663,9.273982048,-3.524029493,9.930257155
10.04245979,0.3762713671,9.250054359,-3.433102369,9.873767147
10.04496641,0.2949153781,9.240483284,-3.457030535,9.870388367
10.04747302,0.1848455518,9.259625435,-3.39960289,9.865704784
10.04997959,0.06999006122,9.264410973,-3.356531858,9.853959377
10.05248615,-0.102293171,9.278767586,-3.198605776,9.815144966
10.05499276,-0.2362912297,9.307481766,-3.0981071,9.812406329
10.05749927,-0.418145746,9.340981483,-2.978466034,9.813258422
10.0600061,-0.5760720372,9.374481201,-3.002394199,9.860381722
10.06251261,-0.7441678643,9.388837814,-3.055036306,9.901379103
10.06501922,-0.8733802438,9.436694145,-3.184248686,9.997671186
10.06752578,-0.9978070259,9.446265221,-3.346960783,10.07123091
10.0700324,-1.112662554,9.498908043,-3.404388428,10.15170589
10.07253891,-1.251446247,9.518050194,-3.442673683,10.19859791
10.07504563,-1.332802176,9.551549911,-3.337389469,10.20522591
10.07755203,-1.399801254,9.580264091,-3.241676569,10.21025811
10.08005834,-1.509871125,9.594620705,-3.19382,10.22433095
10.08256469,-1.600798368,9.599406242,-3.217748165,10.25012482
10.08507115,-1.696511269,9.63290596,-3.275176048,10.31493121
10.08757782,-1.763510346,9.618548393,-3.375674486,10.34512543
10.09008448,-1.869392633,9.647262573,-3.476173162,10.42343916
10.09259094,-1.974676847,9.599406242,-3.600599766,10.440894
10.0950975,-2.079961061,9.599406242,-3.691527128,10.49296006
10.09760391,-2.142174482,9.589835167,-3.739383698,10.5136502
10.10011047,-2.228316069,9.599406242,-3.70588398,10.5284172
10.10261698,-2.333600283,9.608977318,-3.677170277,10.54986809
10.10512365,-2.38624239,9.599406242,-3.658027649,10.54627514
10.10763021,-2.48195529,9.608977318,-3.70588398,10.59368318
10.11013698,-2.529811859,9.5754776,-3.734597921,10.5847504
10.1126436,-2.606382132,9.570692062,-3.753740549,10.60575044
10.11515016,-2.654238462,9.589835167,-3.792025566,10.64844487
10.11765656,-2.697309256,9.570692062,-3.734597921,10.62171575
10.12016302,-2.711666346,9.565906525,-3.763311863,10.63119082
10.12266969,-2.721237659,9.561120987,-3.734597921,10.61919915
10.1251763,-2.735594511,9.551549911,-3.691527128,10.59919599
10.12768297,-2.797807932,9.551549911,-3.638885021,10.59723167
10.13018959,-2.783450842,9.551549911,-3.59102869,10.57710695
10.13269599,-2.76909399,9.556335449,-3.442673683,10.52822069
10.1352025,-2.754737139,9.565906525,-3.428316593,10.52846138
10.13770891,-2.740380049,9.585049629,-3.447459221,10.54835695
10.14021547,-2.678166628,9.60419178,-3.452244759,10.55135395
10.14272214,-2.630310297,9.623334885,-3.519243956,10.57885554
10.14522886,-2.57766819,9.618548393,-3.514458179,10.55993668
10.14773547,-2.505883455,9.666405678,-3.547957659,10.59749282
10.15024214,-2.414956331,9.661619186,-3.5766716,10.58165767
10.15274854,-2.367099762,9.671191216,-3.504886866,10.55553564
10.15525495,-2.280958176,9.685547829,-3.471387386,10.53864969
10.15776141,-2.228316069,9.699904442,-3.490530014,10.54691132
10.16026787,-2.118246317,9.709476471,-3.485744476,10.53144412
10.16277448,-2.075175524,9.738189697,-3.562314749,10.57491269
10.16528115,-1.989033818,9.79083252,-3.662813187,10.64109287
10.16778782,-1.984248161,9.848259926,-3.753740549,10.72455279
10.17029433,-1.87417829,9.886545181,-3.80159688,10.75678664
10.1728011,-1.816152334,9.929615974,-3.820739508,10.79322626
10.17530771,-1.749153376,9.953543663,-3.844667673,10.81267952
10.17781422,-1.768295884,10.00139999,-3.859024763,10.86494106
10.18032078,-1.686939955,9.982257843,-3.873381615,10.83947984
10.1828275,-1.591227055,9.96790123,-3.854238987,10.80491632
10.18533427,-1.591227055,9.977472305,-3.887738705,10.82573182
10.18784094,-1.576870084,9.943972588,-3.887738705,10.79275786
10.19034761,-1.529013634,9.896116257,-3.93140769,10.75764687
10.19285443,-1.548156261,9.900901794,-3.960121393,10.77530536
10.1953612,-1.514656782,9.843474388,-3.964907169,10.7195458
10.19786771,-1.505085468,9.824331284,-3.945764542,10.69354129
10.20037422,-1.481157184,9.83868885,-3.849453449,10.66826681
10.20288099,-1.447657704,9.824331284,-3.849453449,10.65042205
10.20538756,-1.337587833,9.83868885,-3.811168194,10.63550387
10.20789438,-1.289731383,9.886545181,-3.772883177,10.66029222
10.2104011,-1.213161111,9.905687332,-3.4809587,10.56936492
10.21290776,-1.141376376,9.915258408,-3.629313707,10.62012275
10.21541453,-1.127019525,9.857831001,-4.907679081,11.06943174
10.21792136,-1.251446247,9.795618057,-6.095117569,11.60477096
