Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
14.43281062,-6.403791428,8.373682976,-5.549553871
14.4428363,-7.384849072,8.574680328,-5.367699623
14.45286172,-8.151150703,8.579465866,-5.243272781
14.46288692,-8.67816925,8.397610664,-5.046463013
14.47291198,-8.970093727,8.378468513,-4.687539577
14.48293703,-8.922237396,8.679964066,-4.677968502
14.49296307,-8.280363083,9.106484413,-5.046463013
14.50298781,-7.064210415,9.374481201,-4.864608288
14.51301312,-5.45085001,9.42712307,-4.065405846
14.5230376,-3.961317778,9.709476471,-3.050250769
14.53306234,-3.01376009,10.07318497,-3.251247883
14.54308692,-2.587239504,10.34177971,-3.595814228
14.55311172,-2.649452925,10.60499001,-3.260818958
14.56313682,-2.931805849,10.68156052,-3.39960289
14.5731613,-2.659024239,10.62413216,-3.4809587
14.58318614,-1.931606054,10.47099209,-2.858824968
14.59321156,-1.155733347,10.1832552,-2.336591244
14.60323698,-0.647856712,9.843474388,-2.24566412
14.61326229,-0.461216569,9.561120987,-2.427518606
14.62328719,-0.686141908,9.556335449,-1.920240164
14.63331234,-1.256231904,9.541978836,-2.312663078
14.64333745,-1.619940877,9.5754776,-3.294318676
14.65336208,-1.414158225,10.67677498,-4.074976921
14.66338687,0.683150887,16.43211174,-5.96590519
14.67341104,6.82133913,24.36611366,-2.106880426
14.68343557,8.961718559,16.70010757,10.63908768
14.69346036,6.136991978,6.582654953,7.603792191
14.70348573,6.247061729,5.807380676,3.777668715
14.71351099,5.629115105,9.96790123,-1.163509965
14.72353547,-1.80658114,10.65284634,-6.928418159
14.73356026,-11.28754234,8.258827209,-5.82233572
14.74358541,-16.89930916,9.034101486,-3.567100286
14.75361021,-16.18086433,9.805189133,-2.528017044
14.76363557,-11.04347515,9.125627518,-1.891526341
14.77366062,-4.028316975,9.618548393,-2.882753134
14.78368578,1.569093466,10.84905815,-4.381258488
14.7937112,4.690530777,10.52363396,-4.587040901
14.80373656,5.849255085,9.26919651,-2.964108944
14.81376104,6.011966705,8.737391472,-2.317448616
14.82378604,4.776672363,9.163912773,-3.91166687
14.83381052,1.616949916,9.451051712,-4.261617184
14.84383469,-1.840678811,9.149555206,-3.083750248
14.85385911,-4.162913322,9.144769669,-3.19382
14.86388375,-4.636692047,9.484550476,-4.137190342
14.87390802,-3.343969584,9.608977318,-4.510470867
14.88393312,-1.442872047,9.436694145,-4.802394867
14.89395786,0.117846519,9.494122505,-4.409972191
14.90398224,0.898504913,9.80997467,-4.165904045
14.91400719,0.472582459,9.80997467,-4.816751957
14.92403245,-0.854237676,9.709476471,-4.462614059
14.93405755,-2.367099762,9.924830437,-3.955335855
14.94408276,-3.21954298,9.78126049,-3.370888948
14.95410838,-3.042474031,9.556335449,-3.102892876
14.96413349,-2.237887383,9.766903877,-3.366103172
14.97415817,-1.433300734,10.06839943,-3.346960783
14.98418286,-0.973878801,10.06361389,-3.236890793
14.99420729,-0.835095108,9.934401512,-3.452244759
15.00423125,-0.854237676,9.814760208,-3.658027649
15.01425578,-1.203589797,9.719047546,-3.4809587
15.02428057,-1.643869162,9.527621269,-2.901895761
15.03430604,-1.648654819,9.532406807,-2.796013355
15.0443314,-1.155733347,9.771689415,-3.035893679
15.05435562,-0.623928487,9.771689415,-3.16032052
15.06438041,-0.370289296,9.479764938,-3.337389469
15.074405,-0.796809912,9.508479118,-5.334199905
15.08442911,-1.414158225,10.57627583,-4.031906128
15.09445323,-1.500299811,10.25563812,-3.236890793
15.10447765,-0.887737215,9.83868885,-3.366103172
15.11450208,-0.250648171,10.22692394,-3.796811342
15.12452734,-0.073579296,10.30827999,-3.710669756
15.13455224,-0.303290278,10.00139999,-3.174677372
15.14457687,-0.715453982,9.982257843,-3.380460262
15.15460151,-1.098305583,10.03968525,-3.662813187
15.1646263,-1.261017561,10.0205431,-3.337389469
15.17465073,-1.232303619,9.93918705,-3.614956856
15.18467567,-1.122233868,9.867402077,-4.055834293
15.1947,-1.131805062,9.766903877,-3.753740549
15.20472484,-1.174875975,9.608977318,-3.313461065
15.21474963,-1.098305583,9.589835167,-3.346960783
15.22477422,-1.136590719,9.83868885,-3.557528973
15.23479916,-1.663011789,9.943972588,-3.428316593
15.24482401,-2.33838582,9.78126049,-2.849253654
15.25484817,-2.467598438,9.690333366,-2.810968399
15.26487312,-2.170888424,9.78126049,-2.791227579
15.27489791,-1.845464468,9.728618622,-2.6620152
15.28492317,-1.51944232,9.508479118,-2.523231506
15.29494875,-1.174875975,9.474979401,-3.184248686
15.30497354,-1.37587297,9.546764374,-3.461816072
15.31499911,-2.424527645,9.317052841,-2.690729141
15.3250237,-3.487539053,9.527621269,-2.42273283
15.33504901,-3.832105398,10.88255692,-3.212962627
15.34507521,-3.439682484,12.91765308,-5.128417015
15.35510151,-2.797807932,13.97109318,-5.181059361
15.3651276,-2.079961061,13.16650677,-3.950550079
15.37515323,-0.993021369,12.48215961,-4.290330887
15.38517791,0.352343142,13.18564892,-3.782454491
15.39520291,1.324427366,13.84666634,-1.791027784
15.4052275,1.539781332,13.53021526,-0.680159807
15.4152525,1.520638824,12.81236839,-1.024726272
15.42527703,1.837089539,11.95035458,-1.675574064
15.43530192,2.291725874,11.08833981,-2.365305185
15.44532724,2.516651154,10.2652092,-3.437887907
15.45535219,2.215155602,9.556335449,-4.295116425
15.46537755,1.377069473,8.97667408,-4.275974274
15.47540307,0.165702969,8.474181175,-3.696312666
15.48542823,-1.37587297,8.182256699,-2.906681299
15.49545245,-3.396611691,7.976474285,-3.203391314
15.50547687,-5.809773445,8.019545555,-5.157131195
15.51550166,-8.400003433,8.057829857,-6.090332031
15.52552682,-10.57866859,7.645666599,-6.583851337
15.53555265,-11.98684502,6.812366009,-6.349354744
15.54557791,-12.1160574,6.080162525,-5.133202553
15.55560307,-11.17268753,5.562714577,-4.563112736
15.5656287,-9.175876617,5.433502197,-4.697110653
15.57565427,-6.41336298,5.994020939,-5.506483078
15.58568026,-3.588037491,6.276373863,-6.492924213
15.59570661,-2.142174482,5.793023586,-6.205785751
15.60573146,-2.711666346,5.179862976,-4.606183529
15.61575646,-4.713262558,5.012365341,-3.902095556
15.62578151,-6.466004848,5.280361176,-4.357329845
15.63580713,-6.796214581,5.419145107,-4.505684853
15.64583271,-5.919843197,5.132006168,-4.127619267
15.65585844,-4.765904427,4.686941147,-4.017549038
15.66588406,-3.985246181,4.768297195,-4.14197588
15.6759101,-3.722035646,5.309075356,-4.34775877
15.68593599,-3.688536167,5.864808083,-4.376472473
15.69596203,-3.305684566,6.329015732,-4.500899315
15.70598781,-2.994617462,6.721438885,-4.826323509
15.71601349,-3.927818298,7.157530785,-5.63090992
15.7260389,-6.072983742,7.731808186,-6.602993965
15.73606401,-8.692526817,8.172685623,-7.272984505
15.7460889,-10.40638542,8.292326927,-7.162914753
15.75611354,-10.12881851,8.196614265,-5.903691769
15.76613906,-7.969295979,8.057829857,-4.448257446
15.77616463,-5.2737813,8.053044319,-4.098905087
15.78618974,-3.229114056,8.555537224,-5.329414368
15.79621495,-2.056032896,9.489336014,-6.473781586
15.80623995,-1.653440475,10.23170948,-6.406782627
15.81626515,-2.180459738,10.46620655,-6.119045734
15.82629036,-3.62153697,10.78684425,-6.095117569
15.83631567,-5.422136307,11.18883896,-5.870192051
15.84634099,-6.614359856,11.20319557,-5.29591465
15.85636672,-6.499504566,10.86341476,-4.615755081
15.86639312,-5.536991596,10.25085258,-4.639683247
15.87641906,-4.421338081,10.23649502,-5.367699623
15.88644526,-3.932604074,10.99262714,-4.802394867
15.8964713,-4.29691124,11.48136139,-4.02712059
15.90649745,-4.80897522,10.87777138,-4.098905087
15.91652344,-4.746761799,10.0205431,-4.007977962
15.92654859,-4.177269936,10.17846966,-2.916252613
15.93657317,-3.286541939,10.5858469,-2.288734913
15.94659844,-2.333600283,10.33699417,-3.016751051
15.95662411,-1.801795483,10.01575756,-4.275974274
15.96664963,-1.715653777,10.06361389,-4.290330887
15.97667521,-1.87417829,9.886545181,-2.925823927
15.98670094,-2.572882652,9.60419178,-1.968096614
15.9967262,-3.439682484,9.360123634,-2.906681299
16.00675125,-3.932604074,9.331410408,-3.088535786
16.01677724,-4.134199142,9.12084198,-2.719442844
16.0268037,-4.607978344,8.852247238,-2.714657307
16.0368301,-5.264209747,8.498109818,-3.275176048
16.04685745,-5.699703693,8.297112465,-3.265604734
16.05688406,-5.800201893,7.813164234,-2.685943365
16.06691052,-5.77148819,7.138388157,-2.059023857
16.0769362,-5.982056618,6.937391281,-2.126022816
16.08696239,-6.125626087,7.420741081,-2.940180779
16.0969888,-5.694917679,9.288339615,-3.557528973
16.1070151,-3.607180119,16.43689728,-6.123831272
16.11704109,3.747160196,26.15235519,-5.123631477
16.12706651,9.248857498,16.15933037,6.267998695
16.13709192,4.36989212,3.26440835,5.606981754
16.1471175,-0.643071115,4.777868748,-2.844467878
16.15714359,-5.532206059,11.56271744,-3.792025566
16.16716922,-9.467801094,12.6879425,0
16.17719495,-9.405587196,10.3226366,2.322234392
16.18722099,-5.019543648,8.679964066,1.436291814
16.19724745,-0.418145746,9.043673515,-1.10608232
16.20727328,1.022931695,9.613762856,-5.583053589
16.21729953,-0.28414768,9.656833649,-7.666005611
16.22732651,-2.38624239,9.680762291,-5.908477306
16.23735291,-2.86480689,10.01575756,-2.068595171
16.24737953,-1.083948612,9.972686768,-0.267996132
16.25740547,0.884147942,9.384052277,-1.110867858
16.26743135,1.861017823,8.938388824,-2.705085993
16.27745755,2.621935368,8.81874752,-3.102892876
16.28748448,3.656233072,8.82831955,-2.800798893
16.2975112,3.996612072,9.130413055,-4.481756687
16.30753776,2.847458839,9.388837814,-6.224927902
16.31756495,1.003789067,9.096913338,-5.343770981
16.32759239,-0.485144794,9.283554077,-3.744169235
16.3376188,-1.648654819,10.25563812,-3.437887907
16.34764562,-2.596810818,10.69591713,-3.059821844
16.35767239,-3.142972469,10.28435135,-2.221735716
16.3676989,-2.735594511,10.10189915,-2.044667006
16.37772599,-1.667797327,10.04925728,-2.897109985
16.38775286,-0.701097012,9.896116257,-4.295116425
16.39777984,-0.384646237,9.78126049,-4.414757729
16.4078062,-0.537786901,9.565906525,-3.936193228
16.4178325,-1.00737834,9.446265221,-3.89730978
16.42785911,-1.596012712,9.628120422,-3.643670797
16.43788552,-1.989033818,9.795618057,-3.06460762
16.44791265,-2.132603168,9.656833649,-2.618944407
16.45793875,-1.945963025,9.446265221,-2.921038151
16.46796536,-1.691725612,9.360123634,-3.380460262
16.47799198,-1.509871125,9.307481766,-3.265604734
16.4880187,-1.332802176,9.369695663,-2.916252613
16.4980451,-1.117448211,9.537193298,-2.978466034
16.50807125,-1.026520967,9.699904442,-3.122035265
16.51809703,-1.227517962,9.628120422,-2.992822886
16.52812328,-1.634297848,9.513264656,-3.208176851
16.53814953,-2.16131711,9.532406807,-3.361317635
16.54817599,-2.668595552,9.613762856,-2.992822886
16.55820224,-2.38624239,9.637691498,-2.983251572
16.56822854,-1.850250125,9.570692062,-3.739383698
16.57825453,-1.787438512,9.551549911,-4.15633297
16.58828073,-1.821536183,9.594620705,-3.600599766
16.59830687,-1.758724689,9.628120422,-3.409173965
16.60833354,-1.591227055,9.60419178,-3.887738705
16.61835942,-1.505085468,9.699904442,-3.390031576
16.62838578,-1.428515077,9.776474953,-2.772084951
16.63841219,-1.39022994,9.829116821,-3.504886866
16.64843896,-1.47158587,9.833903313,-3.748954773
16.65846567,-1.572084427,9.853045464,-3.026322365
16.66849234,-1.773081541,10.01575756,-3.026322365
16.67851854,-1.945963025,10.10189915,-3.19382
16.68854422,-1.926820397,10.09711361,-3.059821844
16.69857057,-1.739582062,10.1832552,-3.189034462
16.70859708,-1.686939955,10.34656525,-3.39960289
16.71862385,-1.572084427,10.29392338,-2.997608662
16.72865062,-1.51944232,10.2221384,-3.088535786
16.73867661,-1.466800332,10.21196842,-3.552743435
16.74870349,-1.47158587,10.17368412,-3.906881094
16.75873036,-1.538584948,10.08754253,-3.758526087
16.76875745,-1.777867198,10.03968525,-3.734597921
16.77878484,-2.185245275,10.08275604,-3.739383698
16.78881104,-2.496312141,9.987043381,-3.643670797
16.79883771,-2.745165825,10.0779705,-4.003192425
16.80886453,-2.917448997,10.23649502,-4.256831646
16.81889094,-3.037688255,10.23649502,-4.122833252
16.82891755,-2.994617462,10.31306553,-3.89730978
16.83894437,-2.740380049,11.16012478,-4.266402721
16.84897104,-2.324028969,11.96471119,-5.463412285
16.85899713,-1.725225091,11.40000534,-4.998606682
16.86902422,-1.165304661,10.37049294,-3.189034462
16.87905052,-0.360718012,10.50449181,-3.811168194
16.8890776,0.266201526,11.36172009,-3.696312666
16.89910453,0.530010223,11.63928795,-3.667598963
16.90913041,0.654437006,11.58185959,-3.457030535
16.91915614,0.831505895,11.15533924,-2.944966555
16.9291826,1.094716311,10.73898792,-2.791227579
16.9392089,1.28614223,10.86341476,-2.925823927
16.94923474,1.075573802,11.07398319,-2.657229662
16.95926088,0.71186471,11.19841003,-2.025524378
16.96928771,0.845862806,11.27498055,-1.690529227
16.97931541,1.228714466,11.15533924,-2.011167526
16.98934219,1.602592945,10.7054882,-2.43708992
16.99936896,1.655235052,9.843474388,-2.690729141
17.00939594,1.228714466,9.0921278,-3.337389469
17.01942291,0.342771858,8.900103569,-3.653241873
17.02945052,-0.720239639,9.000602722,-3.299104214
17.0394775,-1.576870084,9.014959335,-2.360519648
17.04950599,-2.48195529,8.97667408,-1.307079315
17.05953312,-4.186841488,8.952746391,-0.411565483
17.06956073,-7.001997471,8.775676727,-0.756730139
17.07958771,-10.63131142,8.77089119,-3.940979004
17.08961489,-13.57627773,8.943174362,-4.888536453
17.09964312,-13.51884937,8.713463783,-3.265604734
17.10967057,-10.41117096,7.923233986,-2.887538671
17.11969844,-5.723631859,7.281957626,-2.441875458
17.12972573,-1.51944232,6.597012043,-1.872383714
17.13975291,-0.145363972,5.706283569,-1.896311998
17.14978047,-1.596012712,5.208576679,-1.853241086
17.15980797,-3.798605919,5.222933769,-2.207378864
17.16983505,-5.201996326,5.380859852,-2.762513638
17.17986245,-5.517848969,5.543571949,-2.772084951
17.18988953,-5.139184952,5.682355404,-2.394019127
17.19991719,-5.221138954,5.989234924,-2.183450699
17.20994432,-5.862415314,6.37687254,-2.465803623
17.21997099,-6.360720634,6.841079712,-2.571087837
17.22999864,-6.206982136,7.042675018,-2.13559413
17.24002614,-5.565705299,6.937391281,-1.872383714
17.25005406,-5.072185993,6.923034191,-1.8628124
17.26008151,-5.177470207,7.162316322,-1.843669891
17.2701089,-5.867201328,7.444669247,-1.858026743
17.28013646,-6.379863262,7.50209713,-2.14995122
17.29016344,-5.982056618,7.291528702,-1.963310957
17.30019114,-4.775475979,7.152745247,-1.321436286
17.31021765,-3.559323788,7.291528702,-1.096511006
17.32024458,-3.008974552,7.755736351,-1.173081279
17.33027083,-3.214757204,8.388039589,-1.039083242
17.34029713,-3.81296277,8.981459618,-1.120439172
17.35032245,-4.234697819,9.431908607,-1.412363529
17.36034807,-4.435695171,9.742975235,-1.608574986
17.37037437,-4.703691006,9.96790123,-2.159522533
17.38040172,-5.163113117,10.11625576,-2.51844573
17.39042807,-5.632704735,10.03489971,-2.403590441
17.40045375,-5.96291399,9.996614456,-2.441875458
17.41048031,-6.29790926,10.48056316,-2.61415863
17.42050661,-6.475576401,11.07876873,-2.595016241
17.43053354,-6.135197163,11.04048347,-2.461018085
17.44055958,-5.32163763,10.84427261,-2.403590441
17.45058609,-3.990031719,10.81555843,-2.068595171
17.46061271,-2.295315027,10.58106136,-1.407577872
17.47063906,-0.796809912,10.3226366,-0.943370342
17.48066588,-0.030508488,10.49970531,-1.240080357
17.49069271,-0.241076887,11.08833981,-1.800599098
17.50071859,-1.32801652,11.16969585,-2.489732027
17.51074448,-2.25703001,10.53320503,-2.863610506
17.52077094,-2.228316069,9.920044899,-2.959323406
17.5307976,-1.653440475,9.881759644,-3.189034462
17.54082385,-1.29451704,9.996614456,-4.424329281
17.55085,-1.495514154,9.972686768,-4.912465096
17.56087646,-2.223530531,9.585049629,-4.046263218
17.57090323,-3.157329559,9.019744873,-3.069393158
17.58093015,-3.741178274,8.780462265,-2.772084951
17.59095677,-3.903890133,8.890532494,-2.743371248
17.60098338,-3.817748547,9.848259926,-3.500101328
17.61101073,-2.486740828,13.65524101,-5.898906231
17.62103776,3.354737282,21.00479507,-7.277770042
17.631065,15.55992699,19.17069626,2.561516523
17.64109172,18.79681778,8.201399803,10.27537823
17.65111885,10.73360443,4.682155609,0.445065022
17.66114692,2.73260355,8.64167881,-7.201199532
17.67117442,-6.978068829,11.7589283,-7.469794273
17.68120245,-14.03091335,11.58185959,-2.111665964
17.69122969,-15.51087475,10.46142101,1.043868899
17.70125713,-11.36889839,9.259625435,-0.349352092
17.71128448,-4.459623337,8.598608017,-2.23130703
17.72131135,0.539581478,8.703892708,-4.778466702
17.73133786,1.319641709,9.336195946,-7.205985546
17.74136442,-0.792024314,10.23649502,-8.001000404
17.75139198,-2.414956331,10.7054882,-5.405984402
17.76141901,-0.676570594,10.08754253,-0.320638239
17.77144562,2.804388046,9.058030128,1.3310076
17.78147297,4.317250252,8.483752251,-2.566302299
17.79150036,3.292523861,8.469395638,-6.555137634
17.80152745,1.300499082,9.000602722,-6.559923172
17.811555,-0.327218503,9.417551994,-5.468197823
17.82158255,-1.261017561,9.245268822,-5.046463013
17.8316101,-1.529013634,9.159127235,-4.888536453
17.84163708,-1.165304661,9.384052277,-4.945964336
17.85166406,-0.394217521,9.60419178,-4.587040901
17.86169057,0.266201526,9.508479118,-4.204189301
17.87171599,0.788435042,9.168698311,-4.68275404
17.88174203,1.075573802,9.331410408,-5.300700188
17.89176781,0.783649445,9.766903877,-4.864608288
17.9017938,-0.08793623,9.719047546,-3.859024763
17.91181953,-0.792024314,9.379266739,-3.638885021
17.92184458,-0.715453982,9.412766457,-4.108476639
17.93187094,-0.135792688,9.556335449,-4.242474556
17.94189771,0.361914426,9.412766457,-4.074976921
17.95192401,0.625723124,9.278767586,-4.089334011
17.96195062,0.625723124,9.206983566,-4.290330887
17.97197687,0.530010223,9.149555206,-4.352544308
17.98200364,0.458225548,9.116056442,-4.275974274
17.99202995,0.208773777,9.178269386,-4.314259052
18.00205635,-0.221934304,9.254839897,-4.04147768
18.01208255,-0.671784937,9.317052841,-3.634099483
18.02210849,-1.002592683,9.441479683,-3.552743435
18.0321351,-1.203589797,9.556335449,-3.744169235
18.04216114,-1.361516118,9.541978836,-3.500101328
18.05218729,-1.543370605,9.546764374,-3.394817114
18.06221307,-1.538584948,9.532406807,-3.634099483
18.07223854,-1.29451704,9.503693581,-3.950550079
18.08226422,-1.083948612,9.498908043,-4.223331928
18.09229015,-0.978664458,9.508479118,-4.228117466
18.10231604,-0.949950576,9.417551994,-4.15633297
18.11234224,-0.930808008,9.360123634,-4.194618225
18.12236828,-0.988235772,9.532406807,-4.094119549
18.13239515,-1.174875975,9.675976753,-3.485744476
18.1424214,-1.24666059,9.695118904,-3.533600807
18.15244755,-1.069591761,9.757332802,-4.094119549
18.16247312,-0.815952539,9.848259926,-4.15633297
18.17249812,-0.859023333,9.709476471,-4.060619831
18.18252375,-1.122233868,9.570692062,-3.916452408
18.19254901,-1.648654819,9.010173798,-4.242474556
18.20257458,-2.587239504,9.29791069,-6.607779503
18.21260031,-3.224328518,11.14098263,-4.094119549
18.22262604,-2.754737139,10.14975548,-3.380460262
18.23265219,-1.256231904,10.00139999,-2.849253654
18.24267802,0.026919255,10.33699417,-2.657229662
18.25270422,0.213559419,9.977472305,-3.61017108
18.26272953,-0.370289296,9.848259926,-3.165106058
18.27275552,-1.174875975,10.00139999,-3.380460262
18.28278166,-1.878963947,10.1210413,-4.146761417
18.29280724,-2.381456852,9.829116821,-4.065405846
18.30283265,-2.510669231,9.642477036,-4.003192425
18.31285765,-2.448455811,9.853045464,-4.615755081
18.32288338,-2.151745796,10.90170002,-4.189832687
18.33290937,-1.749153376,12.304492,-5.209773064
18.34293562,-1.337587833,12.75015545,-5.812764645
18.35296177,-1.117448211,12.3236351,-3.863810301
18.36298781,-0.710668325,12.52044487,-4.66839695
18.37301338,-0.121435747,12.97508049,-3.998406649
18.38303911,0.63050878,12.33799171,-2.451446772
18.39306463,1.391426325,11.89292717,-2.868396044
18.40308984,2.052443504,12.08913803,-2.978466034
18.41311562,2.243869543,12.62094307,-2.825325251
18.42314062,1.688734531,13.05643654,-2.973680258
18.43316646,0.821934581,12.82194042,-2.609373093
18.44319177,0.113060869,12.47737408,-3.217748165
18.4532176,-0.078364938,11.60578823,-4.520041943
18.46324323,0.496510684,10.70070267,-5.525625706
18.47326911,1.166501045,10.19282627,-5.080560684
18.483295,0.587437987,10.03011417,-4.113262177
18.49332083,-1.672582984,9.666405678,-4.429114819
18.50334583,-4.655834675,9.178269386,-5.214558601
18.51337125,-7.332206726,8.43589592,-4.601397991
18.52339672,-9.69811058,7.904091358,-4.199403763
18.53342239,-11.63689518,7.981259823,-3.748954773
18.54344802,-12.44626713,8.431110382,-2.475374937
18.55347354,-11.19182968,8.579465866,-1.512862086
18.56349927,-8.538787842,7.986045361,-1.60378933
18.57352469,-5.871986866,6.826723099,-2.374876499
18.58355041,-3.985246181,5.629713535,-2.729014158
18.59357625,-2.860021353,4.590630054,-1.66600275
18.60360166,-2.548954248,3.786641836,-0.699302435
18.61362687,-2.793022156,3.384049416,-0.378065974
18.62365166,-3.248256683,3.206980467,-0.239282265
18.6336764,-3.822534084,3.053839922,-0.28713873
18.64370125,-4.320839405,3.02512598,-0.516849697
18.65372666,-4.545764923,3.120838881,-0.449850649
18.66375203,-4.497908592,3.202194929,-0.157926291
18.67377719,-4.440480709,3.355335474,0.081355967
18.68380317,-4.531407833,3.667000771,-0.110069841
18.69382922,-4.828117847,4.059423447,-0.440279365
18.70385573,-5.235496044,4.303491592,-0.684945464
18.7138826,-5.742774487,4.408775806,-0.804586589
18.72390922,-6.092126369,4.432703972,-0.728016317
18.73393541,-6.250052929,4.49970293,-0.584446907
18.74396224,-5.953342915,4.682155609,-0.55992049
18.75398797,-5.398207664,4.859224796,-0.545563579
18.76401432,-4.871188641,5.074578762,-0.780658364
18.7740412,-4.349553585,5.534000397,-0.766301453
18.78406739,-4.062414646,6.166304111,-0.502492726
18.79409385,-4.110270977,7.114459991,-0.81894356
18.80412021,-4.272983074,8.397610664,-1.206580877
18.81414666,-4.397409916,9.742975235,-0.996012449
18.82417286,-4.684548378,10.84905815,-1.130010486
18.83419922,-5.062614441,11.59621716,-1.747956991
18.84422547,-5.283352375,12.28056431,-2.078166485
18.85425166,-5.172684193,12.92243862,-2.379662037
18.86427802,-4.765904427,13.44885921,-2.724228621
18.8743039,-4.842474937,14.16251945,-3.993621111
18.88433,-5.651846886,14.82353592,-4.984249592
18.89435666,-6.872784615,14.4879427,-4.807180882
18.90438229,-7.495516777,13.34836102,-3.974478483
18.91440828,-7.068996429,12.09392357,-2.810968399
18.92443463,-5.326423168,10.3226366,-1.695314884
18.9344613,-3.31525588,9.819545746,-0.574875653
18.9444876,-2.271386862,10.30349445,-2.580659151
18.95451328,-2.515454769,10.98784161,-4.491328239
18.96453984,-3.243471146,10.80598736,-5.248058319
18.97456635,-3.851248026,10.38963604,-5.171487808
18.98459297,-4.191627026,10.08275604,-3.887738705
18.99461859,-4.047459602,9.963115692,-2.700300455
19.0046438,-2.951546669,11.78285694,-2.892324448
19.01466953,-0.983450115,14.43051529,-3.811168194
19.02469484,2.554936409,14.88574982,-1.287936807
19.03472026,7.640282631,13.29093361,2.930609465
19.04474635,10.05344391,10.38963604,0.938584685
19.05477135,6.00239563,8.804390907,-3.500101328
19.06479698,-2.094317913,9.221340179,-8.350353241
19.07482245,-9.443872452,10.63848972,-4.941178799
19.08484786,-11.85224915,10.59063339,2.059023857
19.09487359,-8.366504669,9.067601204,0.742373228
19.1048988,-2.467598438,8.684749603,-3.078964472
19.11492406,1.937588096,9.163912773,-5.401198864
19.12494989,2.516651154,9.312267303,-6.569494724
19.13497578,0.491725057,9.206983566,-6.9619174
19.14500041,-0.059222359,9.038887978,-4.165904045
19.15502573,2.028515339,9.077172279,-0.871585667
19.16505088,3.737588882,9.000602722,-1.843669891
19.17507588,3.110669374,9.019744873,-4.271188259
19.18510031,1.04685986,9.355338097,-5.717051506
19.19512484,-0.533001244,9.642477036,-5.094917774
19.20514984,-0.763310432,9.709476471,-3.165106058
19.21517526,-0.461216569,9.518050194,-3.169891834
19.22520041,-0.370289296,9.460622787,-3.514458179
19.23522552,-0.159720913,9.546764374,-3.380460262
19.24525151,0.151346028,9.608977318,-3.974478483
19.25527755,0.290129751,9.637691498,-5.204987526
19.2653039,0.065204419,9.589835167,-5.415555954
19.27532995,-0.518644333,9.503693581,-4.773681164
19.28535599,-1.232303619,9.388837814,-4.118047714
19.2953825,-1.696511269,9.393623352,-4.007977962
19.30540901,-1.792224169,9.580264091,-3.792025566
19.31543562,-1.51944232,9.652048111,-3.380460262
19.32546219,-1.064806104,9.494122505,-3.5766716
19.33548844,-0.686141908,9.379266739,-3.964907169
19.34551453,-0.662213683,9.321838379,-3.969692707
19.35554005,-0.95952189,9.340981483,-3.634099483
19.36556573,-1.32801652,9.29791069,-3.653241873
19.37559172,-1.529013634,9.264410973,-3.62452817
19.38561755,-1.414158225,9.345767021,-3.351746321
19.39564427,-0.949950576,9.412766457,-3.169891834
19.40567109,-0.681356251,9.474979401,-3.710669756
19.41569771,-1.050449133,9.508479118,-3.936193228
19.42572453,-1.710868239,9.494122505,-4.007977962
19.43575135,-2.24267292,9.45583725,-4.051048756
19.44577896,-2.357528448,9.407979965,-3.892524242
19.4558063,-2.228316069,9.388837814,-4.007977962
19.4658339,-2.084746838,9.451051712,-3.998406649
19.47586052,-1.902892232,9.589835167,-3.955335855
19.48588729,-1.610369682,9.738189697,-4.17069006
19.49591406,-1.232303619,9.747760773,-4.161118507
19.50593989,-0.997807026,9.656833649,-4.357329845
19.51596724,-0.86380899,9.719047546,-4.893322468
19.52599375,-0.91166544,9.905687332,-4.907679081
19.53602005,-1.117448211,9.900901794,-4.826323509
19.54604651,-1.270588875,9.80997467,-4.735395908
19.5560738,-1.19880414,9.637691498,-4.534399033
19.56610052,-1.284945726,9.364909172,-5.439484119
19.57612781,-1.280160069,10.34656525,-5.066203594
19.58615469,-1.170090318,10.33699417,-4.601397991
19.59618182,-0.662213683,10.16411209,-4.381258488
19.60620864,-0.389431894,10.03489971,-4.007977962
19.61623573,-0.696311414,10.2652092,-4.371686935
19.62626307,-1.19880414,10.49491978,-4.113262177
19.63628974,-1.404586911,10.28913784,-3.533600807
19.64631708,-1.495514154,10.31785107,-3.437887907
19.65634401,-1.581655741,10.90648556,-3.739383698
19.66637026,-1.82632184,11.75414276,-4.615755081
19.67639646,-2.118246317,11.84506989,-5.012963295
19.68642208,-2.319243431,10.95434189,-3.428316593
19.69644817,-2.180459738,10.75813103,-3.72024107
19.70647401,-1.634297848,11.76371479,-4.381258488
19.7165001,-1.05523479,12.01256752,-3.150749207
19.72652666,-0.466002196,11.58664513,-2.590230465
19.73655229,0.256630242,11.52921772,-2.935395241
19.74657828,1.018146038,11.62014484,-3.007179976
19.75660479,1.295713425,11.47657585,-2.940180779
19.76663135,0.960718274,11.44307613,-3.078964472
19.77665812,0.381056994,11.61535931,-2.685943365
19.78668474,-0.198006079,11.89292717,-2.427518606
19.7967114,-0.671784937,11.84985638,-2.322234392
19.80673755,-0.725025237,11.35214901,-2.830111027
19.81676396,-0.145363972,10.87298584,-3.629313707
19.82679015,1.176072359,10.56670475,-4.319045067
19.83681651,2.129014015,10.1210413,-4.754538536
19.84684333,2.167299032,9.594620705,-4.587040901
19.8568701,1.501496196,9.096913338,-3.619742393
