Time (s);Gyroscope x (rad/s);Gyroscope y (rad/s);Gyroscope z (rad/s)
9,336186039;-0,089626059;-0,751076281;-1,019539237
9,346186039;-0,176939756;-0,916059315;-1,400379181
9,356186039;-0,334488541;-0,819435477;-1,19035852
9,366186039;-0,462404698;-0,526672602;-0,553529739
9,376186039;-0,46089825;-0,132233188;0,219872668
9,386186039;-0,31472069;0,252484083;0,888819933
9,396186039;-0,100330807;0,537971377;1,358171225
9,406186039;0,062267464;0,67292577;1,628726244
9,416186039;0,085238762;0,645299911;1,715696096
9,426186039;-0,031754404;0,484315634;1,618661284
9,436186039;-0,217164278;0,256951243;1,365043402
9,446186039;-0,394430876;0,049997725;1,052679777
9,456186039;-0,537513614;-0,081480652;0,798920274
9,466186039;-0,615638554;-0,098663613;0,717598259
9,476186039;-0,671841979;0,07203535;1,115047336
9,486186039;-1,178783894;0,346201479;2,319706917
9,496186039;-2,528054953;0,504885137;4,000589848
9,506186039;-4,30289793;0,470583111;5,215158939
9,516186039;-5,459627628;0,372120708;5,317611217
9,526186039;-5,079545498;0,389295161;4,398450851
9,536186039;-3,386276722;0,450665146;2,752488613
9,546186039;-1,363604069;0,307832599;0,494782954
9,556186039;0,214877471;-0,10298916;-2,133977652
9,566186039;1,098117709;-0,51530242;-4,397063732
9,576186039;1,469623089;-0,587585866;-5,326746941
9,586186039;1,584044099;-0,21904546;-4,535626888
9,596186039;1,553194642;0,448361307;-2,495743752
9,606186039;1,37592268;1,171674371;-0,049038503
9,616186039;1,090030909;1,750839114;2,082451105
9,626186039;0,817899227;2,091353416;3,452057362
9,636186039;0,672437072;2,165217876;3,891744137
9,646186039;0,656006813;1,948568821;3,418964863
9,656186039;0,715527534;1,476400495;2,242015123
9,666186039;0,808537006;0,921363235;0,841827631
9,676186039;0,902714252;0,506519318;-0,228553578
9,686186039;0,986006916;0,356619835;-0,656364501
9,696186039;1,039831996;0,431839466;-0,517499804
9,706186039;1,005274415;0,599440396;-0,103417136
9,716186039;0,811580718;0,722676456;0,296167552
9,726186039;0,456458807;0,714168012;0,481711566
9,736186039;0,03721058;0,575128734;0,40789938
9,746186039;-0,311650306;0,373594135;0,163310498
9,756186039;-0,507837355;0,196446776;-0,101530634
9,766186039;-0,545393944;0,107557438;-0,2551893
9,776186039;-0,457265764;0,132585585;-0,230468825
9,786186039;-0,303151459;0,256297559;-0,030975103
9,796186039;-0,141706184;0,435002446;0,284138411
9,806186039;0,006943448;0,616450906;0,617867887
9,816186039;0,176650181;0,752657235;0,85329783
9,826186039;0,397583216;0,801606297;0,890607417
9,836186039;0,563071907;0,737495959;0,72078681
9,846186039;0,512776077;0,590482652;0,462302506
9,856186039;0,256752163;0,45857951;0,301475763
9,866186039;0,008210345;0,436392844;0,345461577
9,876186039;-0,042167448;0,522435367;0,521445274
9,886186039;0,04913751;0,608252227;0,633017421
9,896186039;0,111437976;0,575117052;0,507808566
9,906186039;0,067612916;0,397912174;0,133140251
9,916186039;-0,055149417;0,146204188;-0,351954699
9,926186039;-0,191781625;-0,072855107;-0,762737036
9,936186039;-0,288007259;-0,175929427;-0,966590405
9,946186039;-0,299332678;-0,138448447;-0,930153787
9,956186039;-0,21705462;0,003538795;-0,720088363
9,966186039;-0,086672798;0,17284736;-0,466313988
9,976186039;0,031344526;0,301804721;-0,280949891
9,986186039;0,093333058;0,368355155;-0,195514172
9,996186039;0,074073032;0,386356801;-0,171511263
10,00618604;-0,02887461;0,377204269;-0,164723247
10,01618604;-0,182404444;0,35625574;-0,159395888
10,02618604;-0,326631635;0,335321069;-0,158979625
10,03618604;-0,41554442;0,321425647;-0,169205293
10,04618604;-0,438251674;0,316116393;-0,18481262
10,05618604;-0,410340548;0,322607398;-0,190328419
10,06618604;-0,355924636;0,345034659;-0,175185263
10,07618604;-0,292607456;0,379936069;-0,144618973
10,08618604;-0,223859668;0,417313814;-0,112006485
10,09618604;-0,140721411;0,448892534;-0,085166365
10,10618604;-0,040103152;0,474367827;-0,06192572
10,11618604;0,071375281;0,503467083;-0,034417018
10,12618604;0,17478922;0,548853934;0,010127725
10,13618604;0,242893994;0,613883018;0,087150812
10,14618604;0,260738075;0,695394516;0,210973516
10,15618604;0,224682614;0,795351684;0,398300767
10,16618604;0,132046878;0,911264241;0,644431233
10,17618604;-0,016680459;1,019345522;0,896050811
10,18618604;-0,190328419;1,085503101;1,077272534
10,19618604;-0,319563627;1,1066432;1,16755116
10,20618604;-0,344615191;1,128532887;1,249878168
10,21618604;-0,246779859;1,197983265;1,425999284
10,22618604;-0,036217291;1,305226684;1,694356799
10,23618604;0,253910691;1,38432467;1,936804771
10,24618604;0,574971199;1,366999149;2,012594938
10,25618604;0,875860333;1,231107831;1,856053352
10,26618604;1,079705119;1,006320953;1,480368257
10,27618604;1,034843087;0,744478822;0,912223458
10,28618604;0,633553982;0,461431623;0,118174888
10,29618604;0,075368673;0,100969575;-1,002571344
10,30618604;-0,180132553;-0,396781564;-2,515958786
10,31618604;0,122570708;-0,94593358;-4,259186745
10,32618604;0,652722478;-1,321932673;-5,73400116
10,33618604;0,845083237;-1,355764151;-6,281469822
10,34618604;0,563397706;-1,024703741;-5,559288502
10,35618604;0,14100565;-0,418683976;-3,911587715
10,36618604;-0,046669725;0,29672116;-2,064592123
10,37618604;0,09661635;0,911240816;-0,643479466
10,38618604;0,414768308;1,263877869;0,035264455
10,39618604;0,722192049;1,328856945;-0,014934482
10,40618604;0,947563529;1,181214452;-0,607085407
10,41618604;1,114253163;0,941865683;-1,488295436
10,42618604;1,215801835;0,714132905;-2,407623053
10,43618604;1,191231489;0,540013313;-3,17648387
10,44618604;1,008795142;0,42087388;-3,667499065
10,45618604;0,696019471;0,354559809;-3,818044901
10,46618604;0,317406714;0,343548447;-3,660721779
10,47618604;-0,014721558;0,392573118;-3,326583385
10,48618604;-0,169318154;0,504463553;-2,976876259
10,49618604;-0,118941419;0,647526026;-2,722239494
10,50618604;0,016321681;0,756181121;-2,577716351
10,51618604;0,076883622;0,768305004;-2,488965273
10,52618604;-0,00892364;0,670505881;-2,378203392
10,53618604;-0,207870141;0,514239967;-2,185430527
10,54618604;-0,434629828;0,385575354;-1,891763926
10,55618604;-0,610057831;0,357249051;-1,49931848
10,56618604;-0,710942268;0,439582437;-1,021055222
10,57618604;-0,762544334;0,583300769;-0,503209412
10,58618604;-0,78985399;0,719770074;-0,0411699
10,59618604;-0,783878267;0,792157829;0,247053474
10,60618604;-0,734617233;0,768419981;0,298411787
10,61618604;-0,687498271;0,630510271;0,154310212
10,62618604;-0,701273382;0,36435324;-0,111142017
10,63618604;-0,761714995;-0,020175604;-0,466132998
10,64618604;-0,777529955;-0,454211384;-0,88127923
10,65618604;-0,686305881;-0,823028564;-1,236378789
10,66618604;-0,548337579;-1,026393294;-1,329836369
10,67618604;-0,477499932;-1,000466585;-1,021769643
10,68618604;-0,528611243;-0,715175152;-0,336165309
10,69618604;-0,66098392;-0,211928472;0,546110392
10,70618604;-0,771338105;0,349680662;1,349364758
10,71618604;-0,781918287;0,733656943;1,804726958
10,72618604;-0,72553283;0,76662612;1,784045696
10,73618604;-0,727512002;0,453840911;1,380652785
10,74618604;-0,859904885;-0,037862126;0,826546073
10,75618604;-1,066498518;-0,502410948;0,330803901
10,76618604;-1,243946075;-0,805955291;-0,006256768
10,77618604;-1,350034356;-0,916112542;-0,177689254
10,78618604;-1,373599768;-0,78350991;-0,154725403
10,79618604;-1,491976857;-0,14465943;0,361840755
10,80618604;-2,262479305;1,261343122;1,786158919
10,81618604;-3,7781322;3,157891273;3,857965946
10,82618604;-5,224220753;4,76050663;5,567103863
10,83618604;-5,545634747;5,357459068;6,020223141
10,84618604;-4,354258537;4,78433609;5,10244751
10,85618604;-2,400194168;3,440642595;3,293382168
10,86618604;-0,661883533;1,836406827;1,07852447
10,87618604;0,437885433;0,27832666;-1,174079418
10,88618604;1,055730939;-0,930471063;-2,924278736
10,89618604;1,425017715;-1,404507756;-3,590861559
10,90618604;1,536967754;-1,018806815;-3,110877752
10,91618604;1,391652465;-0,085031159;-1,979619503
10,92618604;0,999966204;0,962738574;-0,73547852
10,93618604;0,3540456;1,936639667;0,419885933
10,94618604;-0,388301849;2,842973709;1,515493274
10,95618604;-0,849588692;3,568956852;2,477735758
10,96618604;-0,749806166;3,827068567;3,007667065
10,97618604;-0,239414826;3,437884092;2,79232645
10,98618604;0,315034747;2,549632788;1,856837988
10,99618604;0,707188368;1,504892826;0,59419179
11,00618604;0,932215929;0,642619252;-0,494326234
11,01618604;1,035000682;0,186502174;-1,061633229
11,02618604;1,022825718;0,178110838;-1,046928644
11,03618604;0,890189052;0,484342247;-0,633528411
11,04618604;0,656316638;0,886763096;-0,102087423
11,05618604;0,387589633;1,187630892;0,307781488
11,06618604;0,154490128;1,276787519;0,459585577
11,07618604;-0,016478181;1,165516615;0,355540335
11,08618604;-0,131125987;0,953669071;0,114744686
11,09618604;-0,180011183;0,75945586;-0,098533727
11,10618604;-0,149882451;0,65641135;-0,163769349
11,11618604;-0,074175231;0,65367955;-0,058555137
11,12618604;-0,005223023;0,723405719;0,168534592
11,13618604;0,037174381;0,81950897;0,43171066
11,14618604;0,065968081;0,89660126;0,644092679
11,15618604;0,095423974;0,92137599;0,7461375
11,16618604;0,122024558;0,87850374;0,714263856
11,17618604;0,133796051;0,78183949;0,574712455
11,18618604;0,122001134;0,666743517;0,391847044
11,19618604;0,084681965;0,572720587;0,240746662
11,20618604;0,03080583;0,524379373;0,176962122
11,21618604;-0,020250127;0,519908011;0,206562802
11,22618604;-0,04128062;0,535825133;0,282586217
11,23618604;-0,018849088;0,52794373;0,314061671
11,24618604;0,015589223;0,444927901;0,202547044
11,25618604;0,014386203;0,268198937;-0,083412938
11,26618604;0,026991298;0,024348913;-0,473836571
11,27618604;0,163398862;-0,227816865;-0,836343765
11,28618604;0,347986847;-0,406402528;-1,051616192
11,29618604;0,357078701;-0,420953751;-1,027944446
11,30618604;0,133116826;-0,216338128;-0,698324382
11,31618604;-0,129271418;0,153580949;-0,109693065
11,32618604;-0,242768377;0,516022146;0,509431064
11,33618604;-0,239925846;0,695245504;0,859242678
11,34618604;-0,224570841;0,648133934;0,815190852
11,35618604;-0,21015802;0,468603969;0,516710937
11,36618604;-0,16520445;0,279356152;0,200198501
11,37618604;-0,086255468;0,14819397;0,005991678
11,38618604;-0,013281128;0,079109743;-0,071879916
11,39618604;0,012655132;0,046620753;-0,103066877
11,40618604;-0,009812598;0,029712465;-0,134186774
11,41618604;-0,078691348;0,030000977;-0,161373958
11,42618604;-0,208461016;0,069204524;-0,148931742
11,43618604;-0,385018557;0,165858135;-0,057946175
11,44618604;-0,565728128;0,319343269;0,135154501
11,45618604;-0,708970547;0,502435446;0,415919155
11,46618604;-0,792229116;0,668753505;0,726204634
11,47618604;-0,833340466;0,78483218;0,998796165
11,48618604;-0,859359801;0,856778085;1,222594142
11,49618604;-0,864485919;0,928594112;1,48230052
11,50618604;-0,784872591;1,040676236;1,904702187
11,51618604;-0,531230211;1,171800017;2,497429132
11,52618604;-0,084774584;1,250116706;3,077560425
11,53618604;0,478203654;1,228556991;3,388590097
11,54618604;1,016154766;1,122534752;3,278258324
11,55618604;1,362968445;0,975747168;2,773582935
11,56618604;1,406891465;0,807333946;1,961025834
11,57618604;1,183503389;0,599777877;0,851945758
11,58618604;0,955431044;0,309443355;-0,653909504
11,59618604;1,061193585;-0,109909184;-2,627434015
11,60618604;1,551598787;-0,645349979;-4,846821785
11,61618604;2,051981688;-1,197153926;-6,759169102
11,62618604;2,099749088;-1,629331946;-7,415029049
11,63618604;1,680032372;-1,851793766;-7,414777756
11,64618604;1,106950879;-1,828632951;-7,016569614
11,65618604;0,684230924;-1,556970835;-5,814121246
11,66618604;0,502913475;-1,144717216;-4,494391441
11,67618604;0,498545349;-0,73735863;-3,272430658
11,68618604;0,586113453;-0,432629406;-2,263389587
11,69618604;0,680624008;-0,276567906;-1,534157157
11,70618604;0,746401548;-0,289432764;-1,129074693
11,71618604;0,815477252;-0,472484499;-1,056890368
11,72618604;0,921576142;-0,77552098;-1,234925628
11,73618604;1,022856593;-1,095764875;-1,47562325
11,74618604;1,01234138;-1,328516245;-1,575379252
11,75618604;0,817366958;-1,426744461;-1,442060113
11,76618604;0,477571279;-1,422534943;-1,149259925
11,77618604;0,140496776;-1,408573508;-0,890624464
11,78618604;-0,038684014;-1,502283454;-0,871215403
11,79618604;-0,022810537;-1,748872757;-1,021152139
11,80618604;0,08372806;-2,069296598;-1,156760216
11,81618604;0,128784895;-2,306734562;-1,360040784
11,82618604;0,037042372;-2,316596985;-1,39667213
11,83618604;-0,139125541;-2,044044971;-0,982539475
11,84618604;-0,264783651;-1,524543643;-0,266168714
11,85618604;-0,235268131;-0,887983143;0,551414311
11,86618604;-0,06989333;-0,312102795;1,277956486
11,87618604;0,11055541;0,047980271;1,76212728
11,88618604;0,223673359;0,076687738;1,867607713
11,89618604;0,306769043;-0,270880729;1,5234375
11,90618604;0,437041193;-0,898542047;0,848689079
11,91618604;0,609556377;-1,578337789;0,139992133
11,92618604;0,730218232;-2,055947304;-0,294608951
11,93618604;0,72428298;-2,154506683;-0,278761029
11,94618604;0,60402143;-1,85406673;0,169577911
11,95618604;0,438133508;-1,284906268;0,882430077
11,96618604;0,27195704;-0,672397673;1,622651458
11,97618604;0,101819143;-0,205529049;2,1957829
11,98618604;-0,075706154;0,062495291;2,530929565
11,99618604;-0,255901515;0,186950371;2,677323103
12,00618604;-0,480206192;0,270763606;2,751853943
12,01618604;-0,803819656;0,393223584;2,83880353
12,02618604;-1,18157649;0,562933505;2,930599451
12,03618604;-1,457577944;0,699411333;2,936411142
12,04618604;-1,494323373;0,677996516;2,740808487
12,05618604;-1,279854655;0,474300742;2,332883596
12,06618604;-0,969283879;0,261552513;1,888216615
12,07618604;-0,848679543;0,422202528;1,792510509
12,08618604;-1,064079762;1,219065905;2,351314306
12,09618604;-1,373821139;2,374828577;3,397628784
12,10618604;-1,276707649;3,182715178;4,324580193
12,11618604;-0,544940412;2,99382925;4,338242531
12,12618604;0,322097421;1,786490083;3,002248287
12,13618604;0,555131972;0,128057748;0,695062399
12,14618604;0,026975328;-1,33676815;-1,647060037
12,15618604;-0,654716492;-2,128251076;-3,081403732
12,16618604;-0,965564072;-2,024432421;-3,176003695
12,17618604;-0,985425651;-1,208136559;-2,287908792
12,18618604;-0,893376529;-0,1953087;-1,127031684
12,19618604;-0,623984098;0,546646953;-0,187642381
12,20618604;-0,24884522;0,955641866;0,445743412
12,21618604;-0,014248868;1,252162814;0,930423141
12,22618604;0,037813153;1,524680972;1,343164444
12,23618604;0,148215264;1,628296137;1,581714749
12,24618604;0,474685073;1,400950909;1,465345502
12,25618604;0,873869479;0,911745429;0,984777272
12,26618604;1,140756845;0,411234826;0,385819167
12,27618604;1,24545145;0,123467118;-0,015622227
12,28618604;1,247163415;0,107247636;-0,094542466
12,29618604;1,151507378;0,25118205;0,014137082
12,30618604;0,935266078;0,405661553;0,107283838
12,31618604;0,6292274;0,483954728;0,080198847
12,32618604;0,318143427;0,480842829;-0,043293815
12,33618604;0,071978927;0,43513447;-0,187188849
12,34618604;-0,096496046;0,393871933;-0,292151809
12,35618604;-0,192392707;0,387477845;-0,327251256
12,36618604;-0,208418429;0,414995074;-0,285612911
12,37618604;-0,167414606;0,458601862;-0,184861585
12,38618604;-0,12948966;0,500207186;-0,063506678
12,39618604;-0,138890252;0,534746647;0,048527487
12,40618604;-0,175895363;0,570657313;0,157166585
12,41618604;-0,186874792;0,617861509;0,288792938
12,42618604;-0,145779416;0,672839522;0,445399523
12,43618604;-0,070446938;0,718420148;0,588457763
12,44618604;0,002082396;0,734361768;0,66352731
12,45618604;0,053064894;0,703008711;0,633662581
12,46618604;0,087622441;0,616962969;0,496425688
12,47618604;0,116374619;0,483697087;0,278855771
12,48618604;0,137058049;0,325407326;0,026901869
12,49618604;0,137978941;0,168905079;-0,213182598
12,50618604;0,11136239;0,038153835;-0,411393464
12,51618604;0,056682471;-0,050921813;-0,55384165
12,52618604;-0,005659517;-0,099857047;-0,6362198
12,53618604;-0,039770991;-0,118286677;-0,657577157
12,54618604;0,023327943;-0,119554639;-0,619670272
12,55618604;0,232007205;-0,126993135;-0,553283811
12,56618604;0,456452399;-0,147536039;-0,516913235
12,57618604;0,475030005;-0,150921524;-0,526894033
12,58618604;0,233822376;-0,084498845;-0,500141203
12,59618604;-0,07538145;0,081171915;-0,311935633
12,60618604;-0,231587738;0,309048384;0,049617656
12,61618604;-0,208276838;0,515692115;0,435038656
12,62618604;-0,090684287;0,623011053;0,659347594
12,63618604;0,045129221;0,605063736;0,64683193
12,64618604;0,138615578;0,502597272;0,46447432
12,65618604;0,15057978;0,388130456;0,24421306
12,66618604;0,073631212;0,329286814;0,107772492
12,67618604;-0,063044637;0,367517292;0,132336468
12,68618604;-0,207964897;0,495033145;0,313945651
12,69618604;-0,319353908;0,65573746;0,566470206
12,70618604;-0,361042261;0,770979345;0,770906925
12,71618604;-0,314472616;0,788222969;0,847394526
12,72618604;-0,209266931;0,721027374;0,800657749
12,73618604;-0,113620453;0,635466039;0,703724146
12,74618604;-0,084379613;0,594561219;0,635477781
12,75618604;-0,105715647;0,598993242;0,61502856
12,76618604;-0,124202766;0,597587943;0,597850919
12,77618604;-0,096908055;0,551478207;0,537696719
12,78618604;-0,009854118;0,474104851;0,45252502
12,79618604;0,134195283;0,412638009;0,429734707
12,80618604;0,33364749;0,398910791;0,555742025
12,81618604;0,551739037;0,423715353;0,818184555
12,82618604;0,676715791;0,444436044;1,077302337
12,83618604;0,525363088;0,397190362;1,122382522
12,84618604;0,02428823;0,209223285;0,746309996
12,85618604;-0,579722583;-0,166075319;-0,184633762
12,86618604;-0,821268737;-0,682926774;-1,587820292
12,87618604;-0,461434841;-1,1895504;-3,093907595
12,88618604;0,244158775;-1,497848272;-4,169967651
12,89618604;0,811840475;-1,497014642;-4,426006317
12,90618604;0,942083895;-1,249695063;-3,936342239
12,91618604;0,672579765;-0,945464075;-3,152710915
12,92618604;0,228430077;-0,759843409;-2,536406994
12,93618604;-0,155380145;-0,734258473;-2,264474392
12,94618604;-0,34757483;-0,793112755;-2,226570845
12,95618604;-0,341265917;-0,859289527;-2,258927822
12,96618604;-0,19190298;-0,905898571;-2,291507244
12,97618604;-0,002304901;-0,948798478;-2,337017536
12,98618604;0,11743924;-1,015436172;-2,422510862
12,99618604;0,111256994;-1,11403811;-2,533809185
13,00618604;-0,021898158;-1,218284488;-2,596906185
13,01618604;-0,250672102;-1,279695988;-2,516446352
13,02618604;-0,504810631;-1,263023019;-2,259730339
13,03618604;-0,680353582;-1,169289708;-1,891904354
13,04618604;-0,699674308;-1,04385829;-1,544080496
13,05618604;-0,576882184;-0,948945403;-1,328131914
13,06618604;-0,420393735;-0,920604169;-1,250873566
13,07618604;-0,352666914;-0,950508237;-1,22136879
13,08618604;-0,410320312;-0,98807013;-1,124529839
13,09618604;-0,523627758;-0,971348166;-0,892158568
13,10618604;-0,594545245;-0,86541748;-0,517712772
13,11618604;-0,587889254;-0,690967858;-0,045484804
13,12618604;-0,53475517;-0,511108935;0,437772602
13,13618604;-0,474608421;-0,391524464;0,816592932
13,14618604;-0,409519732;-0,375014335;0,986018598
13,15618604;-0,313777417;-0,455472946;0,934063077
13,16618604;-0,183780998;-0,580736101;0,76249963
13,17618604;-0,053508841;-0,678721547;0,627051294
13,18618604;0,031584065;-0,69597584;0,64636457
13,19618604;0,043314043;-0,627864659;0,843855739
13,20618604;-0,014154116;-0,510611713;1,159947634
13,21618604;-0,104207084;-0,399456948;1,487883449
13,22618604;-0,143093377;-0,334738731;1,735029578
13,23618604;-0,049517583;-0,327145845;1,865676403
13,24618604;0,159455508;-0,360548288;1,906294823
13,25618604;0,37641111;-0,406279027;1,909171462
13,26618604;0,501332521;-0,449033082;1,904204965
13,27618604;0,582414985;-0,496296853;1,889209867
13,28618604;0,753760159;-0,55087775;1,86653769
13,29618604;1,038435221;-0,585068047;1,862869024
13,30618604;1,312878132;-0,575868666;1,874359488
13,31618604;1,425440311;-0,554329276;1,828297615
13,32618604;1,358386278;-0,587286711;1,636719346
13,33618604;1,199187398;-0,681245744;1,318862319
13,34618604;0,987041712;-0,711180747;1,063539982
13,35618604;0,683746517;-0,424939662;1,196944237
13,36618604;0,157464668;0,38601613;1,977010131
13,37618604;-0,599435091;1,583163738;3,284128666
13,38618604;-1,195421815;2,591784239;4,511612415
13,39618604;-1,194392323;2,714271784;4,728889465
13,40618604;-0,712130368;1,716489196;3,330438375
13,41618604;-0,354795098;0,06960056;0,755671144
13,42618604;-0,44210878;-1,491734147;-1,859234452
13,43618604;-0,674854815;-2,374906301;-3,437743664
13,44618604;-0,727925062;-2,268452883;-3,459017992
13,45618604;-0,662180543;-1,333334804;-2,278865814
13,46618604;-0,470889717;-0,146565095;-0,713702798
13,47618604;0,131403849;0,696864784;0,570675433
13,48618604;1,206348062;0,936859846;1,248028874
13,49618604;2,169237852;0,758453012;1,315000892
13,50618604;2,260809898;0,5175488;0,982576728
13,51618604;1,513386369;0,443799406;0,605768502
13,52618604;0,683020473;0,575996399;0,500505328
13,53618604;0,39543587;0,780639708;0,688133836
13,54618604;0,599073112;0,923769236;0,956219912
13,55618604;0,900470078;0,965088189;1,104510784
13,56618604;1,086060882;0,8996737;1,058711886
13,57618604;1,150794029;0,728066623;0,831806362
13,58618604;1,124022007;0,487239063;0,484135717
13,59618604;0,992976964;0,265032768;0,123863153
13,60618604;0,801801145;0,142283201;-0,120628841
13,61618604;0,642856658;0,150417954;-0,165491909
13,62618604;0,545670688;0,26005885;-0,036927391
13,63618604;0,449841112;0,396345049;0,139668494
13,64618604;0,31184727;0,481300622;0,237120569
13,65618604;0,15925324;0,48862201;0,220879793
13,66618604;0,031127345;0,449040532;0,144095182
13,67618604;-0,063243717;0,407607675;0,076373674
13,68618604;-0,12130487;0,391612828;0,059710249
13,69618604;-0,137092113;0,411920428;0,109805919
13,70618604;-0,121726461;0,456197977;0,211111918
13,71618604;-0,094664901;0,48545903;0,312149614
13,72618604;-0,071421064;0,465866834;0,345985353
13,73618604;-0,067066766;0,387970775;0,259246558
13,74618604;-0,085385673;0,262505352;0,044172127
13,75618604;-0,079316281;0,098895699;-0,256439149
13,76618604;0,00581921;-0,090376616;-0,571134269
13,77618604;0,091626473;-0,262130618;-0,83399415
13,78618604;0,02744589;-0,349198371;-0,983984113
13,79618604;-0,192892015;-0,297243893;-0,953258157
13,80618604;-0,386636794;-0,12139111;-0,730282128
13,81618604;-0,394627839;0,089235343;-0,410852641
13,82618604;-0,272441447;0,236935318;-0,155404642
13,83618604;-0,161132291;0,281869709;-0,058381602
13,84618604;-0,099696293;0,25607717;-0,074131586
13,85618604;-0,037310656;0,216662839;-0,098575249
13,86618604;0,056960337;0,205000997;-0,067617178
13,87618604;0,153209388;0,229157209;0,014122178
13,88618604;0,215327814;0,267517596;0,107547857
13,89618604;0,226467982;0,292117745;0,177228272
13,90618604;0,169926047;0,289481759;0,2011673
13,91618604;0,045792479;0,26546073;0,176264793
13,92618604;-0,108551793;0,236458376;0,118170634
13,93618604;-0,250322908;0,216746941;0,049955141
13,94618604;-0,366057694;0,20869948;-0,012972388
13,95618604;-0,466868639;0,207574189;-0,06518878
13,96618604;-0,563235879;0,216117755;-0,098244153
13,97618604;-0,640406966;0,247599617;-0,093616247
13,98618604;-0,647090614;0,309348613;-0,036085278
13,99618604;-0,527012169;0,388628691;0,065371893
14,00618604;-0,293710411;0,449946523;0,159457639
14,01618604;-0,050324563;0,457498938;0,179486334
14,02618604;0,092959382;0,411702186;0,10762132
14,03618604;0,103649221;0,353870988;0,001536246
14,04618604;0,015757432;0,332759589;-0,044390373
14,05618604;-0,121790342;0,370039374;0,038444474
14,06618604;-0,251448214;0,46387282;0,283747703
14,07618604;-0,285728961;0,602919579;0,704052031
14,08618604;-0,136736527;0,754876971;1,251925468
14,09618604;0,187803134;0,868308961;1,792883039
14,10618604;0,550018609;0,901074767;2,163332224
14,11618604;0,796587706;0,844559431;2,269424915
14,12618604;0,867713869;0,723189652;2,119199514
14,13618604;0,728016615;0,563683033;1,742882133
14,14618604;0,341785431;0,364986688;1,107863307
14,15618604;-0,129622743;0,10298384;0,102040581
14,16618604;-0,247789115;-0,233214483;-1,388710976
14,17618604;0,270457;-0,601259828;-3,262854338
14,18618604;1,120942116;-0,921384513;-5,097939968
14,19618604;1,665639758;-0,621252298;-6,28290844
14,20618604;1,584782958;-0,34454599;-6,377245426
14,21618604;1,103397131;-0,420538545;-5,488620281
14,22618604;0,60502857;-0,13585183;-4,148643494
14,23618604;0,322031438;0,232784376;-2,964990854
14,24618604;0,284125656;0,458783925;-2,335010767
14,25618604;0,413490742;0,476311833;-2,288321972
14,26618604;0,595788717;0,351517111;-2,582226038
14,27618604;0,709030211;0,186705515;-2,912824392
14,28618604;0,721188128;0,051437091;-3,109537363
14,29618604;0,674875081;-0,047218002;-3,158812284
14,30618604;0,598762214;-0,135547355;-3,097132444
14,31618604;0,485955149;-0,213807523;-2,934095621
14,32618604;0,32906431;-0,233314559;-2,649737835
14,33618604;0,148365378;-0,147318855;-2,248831987
14,34618604;-0,005875635;0,028882062;-1,801687479
14,35618604;-0,07062792;0,212927088;-1,432537079
14,36618604;-0,025610486;0,297749579;-1,260685086
14,37618604;0,068296403;0,228447109;-1,307782888
14,38618604;0,10823454;0,035702012;-1,472030163
14,39618604;0,041763958;-0,17381829;-1,57993257
14,40618604;-0,099058583;-0,263068527;-1,481510639
14,41618604;-0,235582188;-0,146162674;-1,136240721
14,42618604;-0,30592373;0,158917874;-0,617465436
14,43618604;-0,313328147;0,527921379;-0,080061518
14,44618604;-0,293531567;0,808205903;0,311592817
14,45618604;-0,273120672;0,905722916;0,456574827
14,46618604;-0,264224708;0,812033176;0,351412803
14,47618604;-0,27688092;0,582654536;0,075669959
14,48618604;-0,314655751;0,295354187;-0,264838994
14,49618604;-0,364813149;0,011908834;-0,583554149
14,50618604;-0,420600295;-0,22388947;-0,82487464
14,51618604;-0,488158911;-0,364946246;-0,945002019
14,52618604;-0,568424821;-0,367485344;-0,903298736
14,53618604;-0,675881147;-0,213261381;-0,689592361
14,54618604;-0,868450582;0,082997732;-0,34469825
14,55618604;-1,186038256;0,484457225;0,062104579
14,56618604;-1,570081592;0,9308213;0,468583763
14,57618604;-1,893579006;1,339852333;0,826236248
14,58618604;-2,071184158;1,642685533;1,090979457
14,59618604;-2,112050772;1,819985151;1,237696767
14,60618604;-2,084552526;1,911787271;1,285123467
14,61618604;-2,073773384;1,995518446;1,284996748
14,62618604;-2,119070768;2,127771854;1,288644195
14,63618604;-2,178515911;2,293170214;1,314876437
14,64618604;-2,180683613;2,42385006;1,342120051
14,65618604;-2,104554653;2,47386694;1,326744795
14,66618604;-1,958306909;2,447142839;1,241909504
14,67618604;-1,722033739;2,364471912;1,122310162
14,68618604;-1,475711703;2,325612307;1,109781742
14,69618604;-1,450744152;2,54621315;1,463494062
14,70618604;-2,043870211;3,243633747;2,224212646
14,71618604;-3,335030079;4,283771992;3,037648916
14,72618604;-4,690524101;5,134797096;3,561497211
14,73618604;-5,223213673;5,316824436;3,775646448
14,74618604;-4,376224995;4,651694298;3,670251131
14,75618604;-2,525567055;3,425402641;2,745093584
14,76618604;-0,637398303;2,187668562;0,516039133
14,77618604;0,526542723;1,395540476;-2,666719675
14,78618604;0,696336746;1,304881692;-5,672729015
14,79618604;0,218879372;1,747960448;-7,075959206
14,80618604;-0,207944676;2,132078409;-6,196708202
14,81618604;-0,132481247;1,994846702;-3,682945728
14,82618604;0,299397618;1,467237234;-0,728073061
14,83618604;0,658923864;0,980951011;1,791463971
